path	label
/home/mamoris/notebooks/AI Capstone/train/1053_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1054_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1055_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1056_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1057_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1058_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1059_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1060_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1061_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1062_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1063_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1064_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1065_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1066_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1067_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1068_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1069_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1070_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1071_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1072_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1073_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1074_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1075_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1076_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1077_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1078_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1079_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1080_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1081_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1082_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1083_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1084_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1085_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1086_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1087_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1088_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1089_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1090_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1091_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1092_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1093_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1094_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1095_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1096_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1097_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1098_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1099_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1100_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1101_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1102_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1103_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1104_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1105_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1106_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1107_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1108_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1109_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1110_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1111_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1112_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1113_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1114_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1115_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1116_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1117_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1118_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1119_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1120_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1121_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1122_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1123_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1124_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1125_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1126_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1127_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1128_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1129_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1130_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1131_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1132_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1133_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1134_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1135_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1136_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1137_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1138_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1139_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1140_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1141_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1142_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1143_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1144_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1145_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1146_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1147_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1148_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1149_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1150_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1151_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1152_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1153_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1154_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1155_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1156_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1157_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1158_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1159_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1160_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1161_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1162_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1163_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1164_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1165_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1166_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1167_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1168_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1169_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1170_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1171_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1172_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1173_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1174_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1175_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1176_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1177_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1178_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1179_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1180_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1181_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1182_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1183_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1184_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1185_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1186_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1187_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1188_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1189_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1190_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1191_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1192_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1193_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1194_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1195_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1196_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1197_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1198_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1199_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1200_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1201_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1202_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1203_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1204_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1205_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1206_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1207_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1208_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1209_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1210_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1211_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1212_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1213_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1214_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1215_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1216_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1217_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1218_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1219_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1220_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1221_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1222_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1223_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1224_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1225_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1226_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1227_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1228_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1229_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1230_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1231_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1232_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1233_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1234_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1235_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1236_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1237_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1238_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1239_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1240_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1241_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1242_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1243_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1244_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1245_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1246_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1247_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1248_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1249_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1250_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1251_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1252_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1253_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1254_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1255_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1256_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1257_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1258_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1259_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1260_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1261_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1262_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1263_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1264_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1265_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1266_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1267_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1268_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1269_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1270_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1271_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1272_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1273_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1274_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1275_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1276_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1277_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1278_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1279_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1280_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1281_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1282_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1283_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1284_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1285_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1286_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1287_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1288_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1289_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1290_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1291_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1292_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1293_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1294_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1295_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1296_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1297_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1298_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1299_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1300_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1301_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1302_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1303_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1304_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1305_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1306_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1307_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1308_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1309_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1310_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1311_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1312_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1313_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1314_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1315_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1316_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1317_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1318_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1319_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1320_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1321_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1322_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1323_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1324_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1325_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1326_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1327_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1328_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1329_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1330_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1331_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1332_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1333_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1334_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1335_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1336_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1337_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1338_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1339_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1340_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1341_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1342_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1343_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1344_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1345_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1346_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1347_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1348_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1349_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1350_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1351_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1352_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1353_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1354_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1355_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1356_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1357_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1358_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1359_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1360_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1361_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1362_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1363_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1364_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1365_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1366_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1367_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1368_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1369_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1370_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1371_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1372_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1373_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1374_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1375_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1376_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1377_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1378_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1379_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1380_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1381_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1382_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1383_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1384_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1385_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1386_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1387_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1388_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1389_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1390_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1391_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1392_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1393_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1394_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1395_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1396_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1397_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1398_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1399_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1400_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1401_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1402_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1403_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1404_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1405_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1406_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1407_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1408_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1409_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1410_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1411_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1412_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1413_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1414_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1415_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1416_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1417_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1418_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1419_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1420_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1421_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1422_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1423_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1424_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1425_c.png	1
/home/mamoris/notebooks/AI Capstone/train/1426_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1427_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1428_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1429_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1430_c.png	4
/home/mamoris/notebooks/AI Capstone/train/1431_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1432_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1433_c.png	9
/home/mamoris/notebooks/AI Capstone/train/1434_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1435_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1436_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1437_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1438_c.png	8
/home/mamoris/notebooks/AI Capstone/train/1439_c.png	6
/home/mamoris/notebooks/AI Capstone/train/1440_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1441_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1442_c.png	10
/home/mamoris/notebooks/AI Capstone/train/1443_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1444_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1445_c.png	2
/home/mamoris/notebooks/AI Capstone/train/1446_c.png	7
/home/mamoris/notebooks/AI Capstone/train/1447_c.png	5
/home/mamoris/notebooks/AI Capstone/train/1448_c.png	3
/home/mamoris/notebooks/AI Capstone/train/1449_c.png	0
/home/mamoris/notebooks/AI Capstone/train/1450_c.png	4
